исполнять	0
беречь	0
разрушать	0
переживать	0
угрожать	0
отражать	0
услышать	0
влиять	0
закладывать	0
переходить	0
говориться	2
приводить	0
расширять	0
комментировать	0
делать	0
оставаться	0
читать	0
обращать	0
осложнять	0
минуть	0
состоять	0
похвалить	0
гордиться	2
делаться	0
поддерживать	0
ждать	0
зарождаться	0
проверять	0
оказываться	0
скорбеть	0
проклинать	2
способствовать	0
снимать	0
пожелать	0
вынуждать	0
фотографироваться	0
заявлять	0
вернуть	0
сверять	0
отключать	0
срываться	0
патрулировать	2
просить	0
обнаруживаться	0
заниматься	0
подбираться	0
сбываться	0
загнать	0
написать	0
дружить	2
сдаваться	-2
связываться	0
охватывать	0
высказывать	0
послужить	0
сражаться	0
задерживаться	0
решать	0
наблюдать	0
чувствовать	0
понимать	2
лечиться	0
пересматривать	0
заключаться	0
отмечаться	0
устанавливать	2
сообщаться	0
увидеть	0
расширяться	0
присоединяться	0
соединять	0
перепутывать	0
фиксировать	0
заполнять	0
реорганизовывать	0
подтверждать	0
сообщать	0
праздновать	0
вернуться	0
выпускать	0
приезжать	0
забросать	0
разгромить	0
относиться	0
добиваться	2
находить	0
очернять	0
уточняться	0
провожать	0
вручать	0
выигрывать	2
позволять	0
подчеркивать	0
представлять	0
улучшаться	2
допускать	0
опубликовывать	0
обсуждаться	0
пугать	0
резать	0
настаивать	0
уничтожать	-2
считаться	0
вставать	0
следить	2
поблагодарить	0
фиксироваться	0
судить	0
надеяться	0
определяться	0
доставлять	0
отводить	0
давать	0
функционировать	0
вытесняться	0
сделать	2
измерять	0
прибавлять	0
подписывать	0
останавливаться	0
содержать	0
подходить	0
складировать	0
побеждать	0
проигрывать	0
отправляться	0
повышать	0
регистрироваться	0
нарисовать	0
попадать	0
писать	0
убеждать	0
оказывать	0
ограничивать	0
распространяться	0
ожидаться	0
оканчивать	2
сужаться	0
убеждаться	0
взять	0
сокращаться	0
решаться	0
вносить	2
отреагировать	0
угощать	0
намечаться	0
говорить	0
готовиться	0
благодарить	0
поражать	0
сказываться	0
декларировать	0
почтить	-2
увлекаться	0
существовать	0
прийти	0
прорабатывать	0
сопровождать	0
встречать	0
завязываться	0
попросить	0
доводить	0
брать	-2
объяснять	0
мечтать	0
лайкать	0
ознакомляться	0
обвинять	0
поручать	0
становиться	2
подчеркиваться	0
присваивать	0
планировать	0
требоваться	0
ржать	0
беспокоить	0
повторяться	0
храниться	0
расправлять	0
продемонстрировать	0
показывать	0
прикладывать	0
иметь	2
наводить	0
призывать	0
открывать	0
исключать	0
упасть	0
воссоздавать	0
находиться	2
проваливаться	-2
встречаться	0
завоевывать	0
приглашать	0
претендовать	0
отправлять	0
сформировывать	0
проконсультироваться	0
удаваться	2
поставлять	0
посещать	0
затрачивать	0
похолодать	0
подымать	0
обращаться	0
запоминаться	0
отказываться	0
потеплеть	0
начинать	0
происходить	0
вытекать	0
отступать	-2
свидетельствовать	0
сокращать	0
опираться	0
предлагать	0
увертываться	0
уточнять	0
подарить	0
постажироваться	0
переезжать	0
проживать	0
идти	0
вызывать	0
рассказывать	2
закрываться	0
задерживать	0
нападывать	0
регулировать	0
задумываться	0
совпадать	0
использовать	2
финансироваться	0
вручаться	0
бороться	0
удивлять	0
пожертвовать	0
выясняться	0
открываться	0
проявлять	2
приниматься	0
излагать	0
выглядеть	0
постигать	0
любить	0
улучшать	2
прочитывать	0
вступать	0
ожидать	0
учитывать	0
придерживаться	0
выделяться	0
строить	0
напоминать	0
прояснять	0
вести	0
выходить	0
реализовывать	0
слышать	0
налаживать	0
обеспечиваться	0
вводить	0
сыграть	0
пострадать	0
бывать	0
избегать	0
заканчивать	0
участвовать	2
приходить	0
спасать	2
осуществляться	0
ехать	0
мочь	0
повышаться	0
пропускать	0
начинаться	0
осваивать	0
рассчитывать	0
включаться	0
именоваться	0
провозить	0
спать	0
принимать	2
выдвигаться	0
вспомнить	0
выплачивать	0
пробировать	0
взрывать	0
достигать	0
помнить	0
прокомментировать	0
выстраивать	0
размещать	0
отстаивать	2
спрашивать	0
подытоживать	0
обсуждать	0
прорабатываться	0
подчернуть	0
выбирать	0
смениться	0
уходить	0
указывать	0
резюмировать	0
возвращаться	0
отвечать	0
переводиться	0
пускать	0
получать	0
транспортировать	0
ходить	2
утверждать	0
вводиться	0
означать	0
оставлять	0
обходиться	0
осматривать	0
перенести	0
избивать	-2
вырастать	0
посидеть	0
хотеть	0
подбрасывать	0
похоронить	0
жаловаться	0
касаться	0
отвозить	0
требовать	0
разжигать	0
меняться	0
заимствовать	0
рассматривать	0
увеличивать	2
погибать	-2
дерзать	0
переводить	0
производить	0
разрешаться	0
есть	0
разбираться	0
стрелять	0
поселять	0
кормить	0
организовывать	0
захлестнуть	0
справляться	0
претерпевать	0
потребовать	0
оговаривать	0
заканчиваться	0
родиться	0
скопиться	0
увеличиваться	0
присылать	0
учить	0
ослабнуть	0
отмечать	0
поехать	0
